;Id;TA_RULE;TA_COUNTER;TA_TOKEN;TA_LANGUAGE;TA_TYPE;TA_NORMALIZED;TA_STEM;TA_PARAGRAPH;TA_SENTENCE;TA_CREATED_AT;TA_OFFSET;TA_PARENT
171;805549533212114946;Entity Extraction;3;electionnews;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;56;Error in reading value (type 4): rs.getBigInt(...) is null
517;805540015195336705;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
817;805540010631970816;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
81;805549548106121216;Entity Extraction;3;electionnews;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;56;Error in reading value (type 4): rs.getBigInt(...) is null
663;805541773414203392;Entity Extraction;3;Bobby Knight;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;36;Error in reading value (type 4): rs.getBigInt(...) is null
323;805545604445327362;Entity Extraction;3;ImStillWithHer;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;28;Error in reading value (type 4): rs.getBigInt(...) is null
997;805540002767589376;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
161;805549985353891845;Entity Extraction;3;#Pennsylvania;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;31;Error in reading value (type 4): rs.getBigInt(...) is null
453;805543896138862592;Entity Extraction;3;BIGOT FITS Liberal Progressive Democrats;en;ORGANIZATION/OTHER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;20;Error in reading value (type 4): rs.getBigInt(...) is null
669;805541363345461248;Entity Extraction;3;relevant today;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;29;Error in reading value (type 4): rs.getBigInt(...) is null
522;805540888810291201;Entity Extraction;3;https://t.co/5Z8oRUMKsr;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;70;Error in reading value (type 4): rs.getBigInt(...) is null
812;805540010871046144;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
907;805540007389720576;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
157;805550454985854976;Entity Extraction;3;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;2;3;Mon, 05 Dec 2016 05:19:06 GMT;101;Error in reading value (type 4): rs.getBigInt(...) is null
525;805543511688933376;Entity Extraction;3;https://t.co/HonyNgnFJM;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;117;Error in reading value (type 4): rs.getBigInt(...) is null
44;805549639000653824;Entity Extraction;3;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;21;Error in reading value (type 4): rs.getBigInt(...) is null
807;805540010891952128;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
528;805541568388169729;Entity Extraction;3;US;en;COUNTRY;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;32;Error in reading value (type 4): rs.getBigInt(...) is null
802;805540011462430721;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
87;805549476177973249;Entity Extraction;3;CharlotteProtest;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;18;Error in reading value (type 4): rs.getBigInt(...) is null
681;805541314427166720;Entity Extraction;3;@RichardAngwin;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;3;Error in reading value (type 4): rs.getBigInt(...) is null
359;805546908496240640;Entity Extraction;3;TrumpLeaks;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;13;Error in reading value (type 4): rs.getBigInt(...) is null
152;805551072890810368;Entity Extraction;3;Election2016 @TheDemocrats #liberty;en;ADDRESS1;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;86;Error in reading value (type 4): rs.getBigInt(...) is null
274;805546328738725889;Entity Extraction;3;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;37;Error in reading value (type 4): rs.getBigInt(...) is null
952;805540003229011968;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
797;805540011726622720;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
902;805540007595294720;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
534;805540016839499777;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
690;805541012244303872;Entity Extraction;3;#2ndAmendment;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;41;Error in reading value (type 4): rs.getBigInt(...) is null
395;805545394625282049;Entity Extraction;3;BIGOT FITS Liberal Progressive Democrats;en;ORGANIZATION/OTHER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;20;Error in reading value (type 4): rs.getBigInt(...) is null
142;805547566955974660;Entity Extraction;3;https://t.co/n2U1cpvjWU;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;36;Error in reading value (type 4): rs.getBigInt(...) is null
271;805546479821684737;Entity Extraction;3;https://t.co/e9RxZNAhxi;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;57;Error in reading value (type 4): rs.getBigInt(...) is null
792;805540013224050688;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
696;805541003247677440;Entity Extraction;3;surreal moment;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;24;Error in reading value (type 4): rs.getBigInt(...) is null
458;805543881588621312;Entity Extraction;3;election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;77;Error in reading value (type 4): rs.getBigInt(...) is null
539;805540015589597184;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
972;805540006370521088;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
701;805540766433112064;Entity Extraction;3;relevant today;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;29;Error in reading value (type 4): rs.getBigInt(...) is null
423;805545039854059521;Entity Extraction;3;flexible;en;WeakPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;43;2
134;805547694949302272;Entity Extraction;3;#Trump;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;56;Error in reading value (type 4): rs.getBigInt(...) is null
787;805540013320482816;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
897;805540006764769280;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
128;805549774678196225;Entity Extraction;3;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;36;Error in reading value (type 4): rs.getBigInt(...) is null
94;805548756804530176;Entity Extraction;3;https://t.co/JNtFecs4kM;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;42;Error in reading value (type 4): rs.getBigInt(...) is null
544;805542193574219777;Entity Extraction;3;SpeakerRyan;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;70;Error in reading value (type 4): rs.getBigInt(...) is null
782;805540017674125313;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
462;805543850316070912;Entity Extraction;3;Trump May Skip;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;37;Error in reading value (type 4): rs.getBigInt(...) is null
778;805540166345572352;Entity Extraction;3;@HarryPotterFilm;en;SOCIAL_MEDIA/ID_TWITTER;;;1;2;Mon, 05 Dec 2016 05:19:07 GMT;78;Error in reading value (type 4): rs.getBigInt(...) is null
713;805540027325259777;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
405;805545048452513792;Entity Extraction;3;Jill-Hill Recount: A Frivolous Farce;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;17;Error in reading value (type 4): rs.getBigInt(...) is null
263;805546691751358464;Entity Extraction;3;#Detroit;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;24;Error in reading value (type 4): rs.getBigInt(...) is null
390;805546133913096192;Entity Extraction;3;Alec;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;30;Error in reading value (type 4): rs.getBigInt(...) is null
718;805540014046089216;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
892;805540008018853889;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
121;805549812959629312;Entity Extraction;3;Clinton;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;38;Error in reading value (type 4): rs.getBigInt(...) is null
48;805548441875136512;Entity Extraction;3;happy;en;Sentiment;;;1;3;Mon, 05 Dec 2016 05:19:06 GMT;57;Error in reading value (type 4): rs.getBigInt(...) is null
723;805540013865713664;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
553;805543401944993792;Entity Extraction;3;Guatemala;en;COUNTRY;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;30;Error in reading value (type 4): rs.getBigInt(...) is null
773;805540011907002369;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
316;805545660300795904;Entity Extraction;3;CharlotteProtest;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;18;Error in reading value (type 4): rs.getBigInt(...) is null
728;805540013840613376;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
947;805540004168507392;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
258;805546884748210176;Entity Extraction;3;BIGOT FITS Liberal Progressive Democrats;en;ORGANIZATION/OTHER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;20;Error in reading value (type 4): rs.getBigInt(...) is null
768;805540011915386880;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
733;805540013656064001;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
353;805549680314687488;Entity Extraction;3;loose;en;Sentiment;;;1;2;Mon, 05 Dec 2016 05:19:06 GMT;80;Error in reading value (type 4): rs.getBigInt(...) is null
114;805550304586596358;Entity Extraction;3;racist;en;MinorProblem;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;33;1
100;805547991436238848;Entity Extraction;3;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;48;Error in reading value (type 4): rs.getBigInt(...) is null
738;805540013416951812;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
559;805543513156894720;Entity Extraction;3;https://t.co/o99PMW4Iwv;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;117;Error in reading value (type 4): rs.getBigInt(...) is null
887;805540008094380032;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
763;805540011915390976;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
743;805540013240786944;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
562;805540939716501504;Entity Extraction;3;election;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;34;Error in reading value (type 4): rs.getBigInt(...) is null
942;805540005896601600;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
470;805543752190361601;Entity Extraction;3;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;23;Error in reading value (type 4): rs.getBigInt(...) is null
748;805540012427120640;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
16;805547470109503488;Entity Extraction;3;https://t.co/CSdlKuyd9U;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;38;Error in reading value (type 4): rs.getBigInt(...) is null
106;805547865246461953;Entity Extraction;3;@ustvmedia;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;3;Error in reading value (type 4): rs.getBigInt(...) is null
253;805548508627476480;Entity Extraction;3;https://t.co/MrgQ68fpfy;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;78;Error in reading value (type 4): rs.getBigInt(...) is null
753;805540012116742144;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
27;805547502736916480;Entity Extraction;3;https://t.co/JNzQJyG2zf;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;36;Error in reading value (type 4): rs.getBigInt(...) is null
758;805540011919581184;Entity Extraction;3;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
491;805543618085720064;Entity Extraction;3;Trump;en;StrongPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;0;1
757;805540011919581184;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
752;805540012116742144;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
747;805540012427120640;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
762;805540011915390976;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
742;805540013240786944;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
113;805550304586596358;Entity Extraction;2;racist;en;AMBIGUOUS_PROFANITY;racist;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;33;Error in reading value (type 4): rs.getBigInt(...) is null
737;805540013416951812;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
767;805540011915386880;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
732;805540013656064001;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
727;805540013840613376;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
99;805547991436238848;Entity Extraction;2;DineandDish;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
772;805540011907002369;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
120;805549812959629312;Entity Extraction;2;PresidentialElection;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;16;Error in reading value (type 4): rs.getBigInt(...) is null
722;805540013865713664;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
717;805540014046089216;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
777;805540166345572352;Entity Extraction;2;election2016 night;en;TIME;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;33;Error in reading value (type 4): rs.getBigInt(...) is null
712;805540027325259777;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
383;805546375660322816;Entity Extraction;2;ipsy06;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
781;805540017674125313;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
389;805546133913096192;Entity Extraction;2;BTP1960;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
996;805540002767589376;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
127;805549774678196225;Entity Extraction;2;ElectionFinalThoughts;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;13;Error in reading value (type 4): rs.getBigInt(...) is null
786;805540013320482816;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
133;805547694949302272;Entity Extraction;2;Release Trump;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;12;Error in reading value (type 4): rs.getBigInt(...) is null
700;805540766433112064;Entity Extraction;2;labella_boricua;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
93;805548756804530176;Entity Extraction;2;Mike Pence;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;29;Error in reading value (type 4): rs.getBigInt(...) is null
791;805540013224050688;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
695;805541003247677440;Entity Extraction;2;IvankaTrump;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
141;805547566955974660;Entity Extraction;2;https://t.co/kybMSgBRHD;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;12;Error in reading value (type 4): rs.getBigInt(...) is null
689;805541012244303872;Entity Extraction;2;DanielleMuscato;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
796;805540011726622720;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
148;805547280891781120;Entity Extraction;2;https://t.co/esd46H8Pk7;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;17;Error in reading value (type 4): rs.getBigInt(...) is null
151;805551072890810368;Entity Extraction;2;https://t.co/01OEiUKEzL;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;61;Error in reading value (type 4): rs.getBigInt(...) is null
680;805541314427166720;Entity Extraction;2;RT;en;ORGANIZATION/MEDIA;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;0;Error in reading value (type 4): rs.getBigInt(...) is null
801;805540011462430721;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
394;805545394625282049;Entity Extraction;2;AlyLovesMovies;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
375;805546599908679680;Entity Extraction;2;paulegan4;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
86;805549476177973249;Entity Extraction;2;ArtHauntsMe;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
806;805540010891952128;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
399;805545214572109824;Entity Extraction;2;AlyLovesMovies;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
154;805550562234142721;Entity Extraction;2;death rattle;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;47;Error in reading value (type 4): rs.getBigInt(...) is null
156;805550454985854976;Entity Extraction;2;#MAGA
Go #TrumpPence16;en;ADDRESS1;;;2;3;Mon, 05 Dec 2016 05:19:06 GMT;76;Error in reading value (type 4): rs.getBigInt(...) is null
811;805540010871046144;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
160;805549985353891845;Entity Extraction;2;changes strategy;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;11;Error in reading value (type 4): rs.getBigInt(...) is null
668;805541363345461248;Entity Extraction;2;labella_boricua;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;4;Error in reading value (type 4): rs.getBigInt(...) is null
662;805541773414203392;Entity Extraction;2;Tiffany Trump;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;17;Error in reading value (type 4): rs.getBigInt(...) is null
816;805540010631970816;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
991;805540003170291712;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
170;805549533212114946;Entity Extraction;2;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;41;Error in reading value (type 4): rs.getBigInt(...) is null
80;805549548106121216;Entity Extraction;2;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;41;Error in reading value (type 4): rs.getBigInt(...) is null
821;805540010296418304;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
655;805542390861680640;Entity Extraction;2;Fun;en;WeakPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;5;1
650;805540014675234817;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
176;805548731135381504;Entity Extraction;2;Trump;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;33;Error in reading value (type 4): rs.getBigInt(...) is null
826;805540010111795200;Entity Extraction;2;key permit;en;NOUN_GROUP;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;25;Error in reading value (type 4): rs.getBigInt(...) is null
643;805540933198639104;Entity Extraction;2;important;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;23;Error in reading value (type 4): rs.getBigInt(...) is null
